2018-06-12 21:38
【辉丰股份：子公司华通化学被环保部门责令关闭】财联社6月12日讯，辉丰股份公告，子公司连云港市华通化学近日收到告知书，华通化学未经批准擅自将生产三氟氯菊酸产品过程中产生的废水托运至化工园区外非法处置的行为，违反了水污染防治法相关规定，灌南县环境保护局责令华通化学自接到告知书之日起七日内，立即采取措施自行关闭到位。针对本次告知书，华通化学将依法进行陈述和申辩。如华通化学被关闭，华通化学将对生产性固定资产、在建工程、无形资产进行减值测试。
2018-06-12 21:31
【美股高开】财联社6月12日讯，标普500指数开盘上涨4.36点，涨幅0.16%，报2786.36点；纳斯达克指数开盘上涨15.00点，涨幅0.20%，报7674.92点；道琼斯指数开盘上涨35.00点，涨幅0.14%，报25357.32点。
2018-06-12 21:26
【富士康工会回应深圳员工涨工资要求：积极协助员工同各方沟通】财联社6月12日讯，富士康工会今日发布声明，回应近日部分深圳员工涨工资的要求。富士康工会在声明中称：针对员工透过集团内诉求渠道反映的园区周边城中村改造导致租房难的情况，集团相关单位已经知悉并进行走访调研；后续集团工会将积极协助员工，做好同政府、社区及第三方开发商的沟通工作。不过，除了富士康工会发布的声明，富士康公司并未直接回应员工涨工资要求。小财注：6月11日，财联社独家获悉，富士康深圳员工发公开信要求涨工资。
2018-06-12 21:17
【中兴通讯：重新编制及披露2018年第一季度报告】财联社6月12日讯，中兴通讯公告，本公司将在BIS终止2018年4月15日拒绝令后尽快恢复受2018年4月15日拒绝令影响的经营活动。本公司将全面评估2018年4月15日拒绝令和协议对2018年第一季度报告的影响，重新编制及披露2018年第一季度报告。
2018-06-12 21:13
【中兴通讯：将更换公司和中兴康讯的全部董事会成员】财联社6月12日讯，中兴通讯公告，将在BIS签发6月8日命令后30日内更换公司和中兴康讯的全部董事会成员。更换董事会成员后30日内，中兴通讯应在董事会设立由三位或以上的新独立董事组成的特别审计/合规委员会。董事长可担任该委员会委员但不可担任该委员会主席。
2018-06-12 21:05
【中兴通讯：股票明日复牌】财联社6月12日讯，中兴通讯公告，BIS已于6月8日（美国时间）通过《关于中兴通讯的替代命令》批准协议立即生效。根据协议，中兴通讯将支付合计14亿美元民事罚款。公司股票将于6月13日上午开市起复牌。
2018-06-12 21:00
