2018-09-17 17:40
【央行副行长陈雨露会见欧洲议会经济与货币事务委员会主席盖立特里】财联社9月17日讯，中国人民银行副行长陈雨露会见了来访的欧洲议会经济与货币事务委员会主席盖立特里，双方就货币政策、金融稳定、全球经济形势等议题交换了意见。
2018-09-17 17:39
财联社9月17日讯，好利来公告，控股股东好利来控股有限公司以及旭昇亚洲投资有限公司拟减持公司6%股份。
2018-09-17 17:34
【成都：2022年新能源汽车产能达到100万辆】财联社9月17日讯，今日，成都市政府常务会议审议并原则上通过 《成都市绿色智能汽车产业发展规划（2018—2020）（送审稿）》。《规划》指出，力争到2022年新能源汽车产能达到100万辆、产量50万辆，主营业务收入突破1000亿元；产业结构方面，力争2022年新能源乘用车产能达到95万辆、产量45万辆，高端化、智能联网化新能源汽车产量占比达到25%以上。
2018-09-17 17:23
【洛阳钼业：尚未收到刚果对钴征收10%税收的通知】财联社9月17日讯，针对刚果民主共和国将宣布钴为战略金属，对包括嘉能可、洛阳钼业等生产商征收10%税收的消息，洛阳钼业董秘接受记者采访时称，此前刚果已将税收从2%提升至3.5%，但要提升到10%，还需面临比较复杂的程序，目前公司没有接到相关通知。目前3.5%的税率对公司影响不大，即使提升到10%也是可以承受的。近期钴价较前期高点有所回落，国内报价在每吨40多万元，不过公司毛利水平仍超过40%。（证券时报·e公司）
2018-09-17 17:21
【农业农村部：黑龙江省大豆受霜冻影响面积约为1478.5万亩 预计减产5.5亿斤左右】财联社9月17日讯，农业农村部消息，9月9日夜间至10日凌晨，我国北方地区出现大范围降温天气，特别是黑龙江西北部地区出现了低温霜冻天气，对该区域大豆生长造成了一定影响。监测结果表明，黑龙江省大豆低温霜冻面积约为1478.5万亩，约占全省种植面积的29.9%；产量损失预计为5.5亿斤左右，约占全省总产的4.45%。
2018-09-17 17:14
【河北省正式启动实施“52111”工程】财联社9月17日讯，近日，河北省正式启动实施“52111”工程，聚焦科技成果孵化转化中心的协同创新战略定位，探索具有河北特色的科技成果转化路径。其中雄安新区等5个战略高地，要在2020年取得重要突破。到2020年，雄安新区、石保廊全面创新改革试验区、河北·京南国家科技成果转移转化示范区、环首都现代农业科技示范带、张家口科技冬奥成果转化高地取得重要突破。聚焦新一代信息技术、集成电路、医药健康、节能环保、智能装备、新能源智能汽车、新材料、人工智能、现代农业等领域，集中支持1000项京津尖端科技成果和我省重大“杀手锏”技术成果转化项目。
2018-09-17 17:11
