2018-06-21 22:29
【苏宁与大润发战略合作：3C专柜价格一致一同促销】财联社6月21日讯，苏宁与大润发今晚宣布，双方已签署战略合作备忘录，将围绕中国大陆地区所有大润发门店的家电3C专区，深入合作经营。据悉，双方达成的合作经营，主要包括苏宁向大润发门店的家电3C专柜提供供应链集中采购的货物，以及苏宁在家电3C市场上多年积累的经营能力和市场经验。同时，未来大润发门店的家电3C专柜，将匹配与同城苏宁门店相一致的价格和促销力度。
2018-06-21 21:51
【北京城市副中心详规草案今起征求意见 常住人口控制在130万人以内】财联社6月21日讯，北京城市副中心详规草案征求意见。到2035年，北京城市副中心——常住人口规模控制在130万人以内、承接中心城区40万至50万常住人口疏解，城乡建设用地控制在100平方公里左右，地上建筑规模控制在1亿平方米以内，预留了约9平方公里的战略留白地区形成12个民生共享组团和36个美丽家园，一刻钟社区服务圈覆盖率达到100%。健全多主体供给、多渠道保障、租购并举的住房制度，动态调节住房供给。集中建设区道路网密度达到8公里/平方公里以上，公园绿地500米半径覆盖率100％。（北京日报）
2018-06-21 21:46
【万联证券接受IPO辅导 拟A股上市】财联社6月21日讯，广东证监局披露，万联证券股份有限公司已于6月20日在广东证监局办理了辅导备案登记，辅导机构为瑞银证券有限责任公司。
2018-06-21 21:39
【上海市委书记李强赴临港调研 强调大力推动高端产业发展】财联社6月21日讯，上海市委书记李强今天在临港地区调研时强调，临港地区是上海面向未来发展的重要战略空间，必须高起点规划、高品质建设，体现未来城市的发展理念。要对标国际最高标准、最好水平，大力推动高端产业发展，加快建设科创中心的主体承载区，全力推进产城融合发展，为服务国家战略、服务全市发展作出更大贡献。调研期间，李强还听取了临港地区规划发展及海绵城市建设情况介绍，指出要抓牢高端产业发展和高品质新城建设，把临港地区真正打造成为与卓越的全球城市和具有世界影响力的社会主义现代化国际大都市定位相匹配的综合性节点城市。（上观）
2018-06-21 21:31
【美股开盘涨跌不一 道指跌约60点】财联社6月21日讯，标普500指数开盘下跌0.37点，跌幅0.01%，报2766.95点；纳斯达克指数开盘上涨20.10点，涨幅0.26%，报7801.70点；道琼斯指数开盘下跌59.90点，跌幅0.24%，报24597.94点。科技股延续强势，亚马逊等再创历史新高。
2018-06-21 21:17
【鹏博士与唐山金控战略合作 唐山金控将择时入股】财联社6月21日讯，鹏博士公告，公司与唐山金融控股集团股份有限公司于6月21日以书面方式签订合作协议。唐山金控将公司作为最重要的战略合作伙伴，唐山金控一期拿出3000亩地支持公司参加唐山市云网及智慧城市项目的设计、规划、建设工作。双方将发挥自身优势，全方位参与大数据、数字中国产业投资基金，为唐山市、河北省、雄安新区、北上广深等地的大数据、数字中国产业落地提供支持。
2018-06-21 21:16
【广东：构建以水泥等行业为核心的工业固废综合利用系统】财联社6月21日讯，广东省环境保护厅关于印发固体废物污染防治三年行动计划（2018—2020年）的通知要求，充分利用工业窑炉、水泥窑等设施消纳尾矿、粉煤灰、炉渣、冶炼废渣、脱硫石膏等工业固体废物，构建以水泥、建材、冶金等行业为核心的工业固体废物综合利用系统。以江门、惠州、韶关等市为重点，加快建设一批水泥窑协同处置工业固体废物项目。该行动计划自2018年6月1日起实施，有效期至2020年12月31日。
2018-06-21 21:09
【苹果今年9月开售AirPower无线充电座】财联社6月21日讯，苹果公司将于今年9月正式开售AirPower无线充电座。去年9月，苹果在发布iPhone X时，同时也发布了AirPower无线充电座。据称，AirPower采用苹果专门定制的芯片，运行精简版iOS系统。
2018-06-21 21:01
财联社6月21日讯，商品期货夜盘开盘多数下跌，焦煤跌1.7%，焦炭、动力煤分别跌0.4%、0.6%。螺纹、铁矿、热卷分别跌0.9%、0.4%、0.7%。原油期货跌1.2%、郑醇跌1.2%。
2018-06-21 20:55
【烯碳退：现场正常秩序无法维持 终止召开2017年度股东大会】财联社6月21日讯，烯碳退公告称，今日股东大会召开后因部分股东情绪激动，现场的正常秩序无法维持，董事会宣告2017年度股东大会终止召开，未形成最终决议。
2018-06-21 20:54
【湖南省直住房公积金中心：差别化信贷政策拟从严从紧】财联社6月21日讯，湖南省直住房公积金管理中心今天透露，为促进长沙房地产市场平稳健康发展，该中心正在抓紧研究出台更严厉的差别化信贷调控政策，在支持首套刚需的同时，坚决遏制投机炒房。省直住房公积金管理中心主任汪涛介绍，目前该中心实行“保首套房、限二套房、禁三套房”的差别化信贷政策，为遏制投资、投机性购房贷款，限制每位职工家庭只能贷款两次。（湖南日报）
2018-06-21 20:52
【小米香港IPO路演 雷军豪言：小米估值应为腾讯乘苹果】财联社6月21日讯，“小米是一家全球罕见的全能型公司，估值应为腾讯乘苹果的估值。”6月21日，小米在香港香格里拉酒店召开投资者推介会，小米创始人雷军对备受争议的估值问题如此回应。据悉，目前小米的估值在539亿美元至698亿美元之间，行使超额配售权后，估值为543亿美元至703亿美元，远低于此前700亿美元至1100亿美元的估值区间，也低于高盛等机构给出800亿至940亿美元的估值。（界面）
2018-06-21 20:49
【银禧科技：控股股东及实控人所持股份部分触及平仓线】财联社6月21日讯，银禧科技晚间公告，公司控股股东瑞晨投资、实际控人谭颂斌质押的部分公司股份已触及平仓线，可能存在平仓风险。截至6月21日，瑞晨投资触及平仓线的质押股份总数为8509.82万股，占公司总股本的16.75%，占其持股的80.32%；谭颂斌触及平仓线的担保股份总数为854.82万股，占公司总股本的1.68%，占其持股的24.74%。瑞晨投资、谭颂斌正在积极采取筹措防范平仓风险。
2018-06-21 20:45
【湖南省住建厅：将发布房地产行业“红黑名单”】财联社6月21日讯，湖南省住房和城乡建设厅将采取发布房地产行业“红黑名单”、在长株潭地区开展治理楼市乱象交叉检查等方式，着力促进房地产市场平稳健康发展。省住建厅相关负责人介绍，当前工作以全力打击投机炒房为重点，以加强落实保障性住房政策为依托。对违法违规企业采取限期整改、罚款、取消网签资格、停业整顿等处罚措施。坚持“房子是用来住的，不是用来炒的”定位，本着“降预期、稳房价、打投机、强保障”的原则，抓紧出台促进全省房地产行业平稳健康发展的指导意见。（湖南日报）
2018-06-21 20:39
【高盛：上调标普500指数公司盈利预期 不上调股价预期】财联社6月21日讯，高盛最新报告认为，信息技术（IT）和金融公司将继续在2018年和2019年引领标普500指数的盈利增长，将标普500指数2018年EPS预期从150美元上调至159美元；2019年从158美元上调至170美元；2020年从163美元上调至178美元，IT板块评级从中性上调为增持；虽然IT行业估值相比过去十年较高，但放在30年的时间跨度来看，依然符合历史水平。
2018-06-21 20:30
【美国6月16日当周首次申请失业金人数21.8万 少于预期】财联社6月21日讯，美国6月16日当周首次申请失业救济人数21.8万人，预期22万人，前值由21.8万人修正为22.1万人。美国6月9日当周续请失业救济人数172.3万人，预期171万人，前值由169.7万人修正为170.1万人。路透社快评称，初请数据意外下降，表明就业市场在进一步收紧；目前就业市场已被视作处于或接近充分就业，失业率也已处于18年低位的3.8%，接近美联储的3.6%预期；临近6月非农数据公布，此次当周初请覆盖了6月非农数据时段。
2018-06-21 20:16
【山东地矿：2017年亏损逾2亿元 25日起实施退市风险警示】财联社6月21日讯，此前迟迟未能披露年报的山东地矿晚间披露2017年年报，公司2017年实现营收14.30亿元，同比降35.50%；净利润亏损2.25亿元。公司上年同期亏损1.94亿元。此外，公司2018年一季度实现营收3.39亿元，同比降2.63%；净利润亏损8139.96万元。因连续两年亏损，公司股票自6月25日起被实行退市风险警示，股票简称变更为“*ST地矿”。公司股票6月25日复牌。
2018-06-21 20:09
【美五大科技股市值近4万亿美元 Facebook拉低平均值】财联社6月21日讯，据国外媒体报道，包括苹果、谷歌母公司Alphabet在内的美国五大科技股，目前的市值高达3.95万亿美元，社交媒体巨头Facebook成了拉低平均值的那一个。按美股周三收盘时的价格，苹果公司市值为9166.73亿美元，电商巨头亚马逊市值为8491.86亿美元，Alphabet市值为8223.94亿美元，微软公司市值为7826.87亿美元，Facebook为5847.15亿美元。目前美国五大科技股平均市值为7911亿美元，Facebook市值比平均值低了近2064亿美元。
2018-06-21 20:03
【顺网科技：上半年净利预增20%-40%】财联社6月21日讯，顺网科技晚间公告，预计今年上半年净利润为2.71亿元-3.17亿元，同比增长20%-40%。公司上年同期盈利2.26亿元。
2018-06-21 19:57
【中弘股份：累计逾期债务本息金额近41亿】财联社6月21日讯，中弘股份晚间公告称，6月20日，公司及下属控股子公司新增逾期债务本息合计金额为57049.71万元（其中逾期债务本金为5亿元，逾期债务利息为7049.71万元），全部为各类借款。截止本公告日，公司及下属控股子公司累计逾期债务本息合计金额为40.8亿元，全部为各类借款。公司目前正在与相关债权人协商妥善的解决办法，并且在全力筹措偿债资金。
2018-06-21 19:48
