2018-09-09 17:44
【乐通股份：拟24亿元收购中科信维100%股权 布局数据存储业务领域】财联社9月9日讯，乐通股份晚间公告，公司拟以16.31元/股发行1.35亿股，并支付2亿元现金，合计作价24亿元收购中科信维100%股权。公司同时拟募集不超过9.5亿元配套资金。中科信维在完成对PCPL的收购后，将主要从事HDD精密零组件的研发、生产与销售，其主要客户为希捷、西部数据和东芝等著名机械硬盘制造商。交易完成后，公司将得以进入前景广阔的数据存储业务领域。
2018-09-09 17:43
【兑奖了：金力永磁中签号码出炉 共有74880个】财联社9月9日讯，金力永磁中签结果出炉，中签号码共有74880个，每个中签号码只能认购500股。末“4”位数：7628、0128、2628、5128；末“5”位数：39966、59966、79966、99966、19966；末“6”位数：545946、745946、945946、145946、345946、281079、781079；末“8”位数：16012722、66012722、42789206；末“9”位数：130084883。
2018-09-09 17:35
【美芝股份：董事长倡议员工增持股票 并承诺兜底】财联社9月9日讯，美芝股份公告，董事长向全体员工发出增持公司股票倡议书，凡在2018年9月10日至 2018 年10月15日期间净买入美芝股份股票，且连续持有12个月以上并在职的员工，若因在前述期间买入公司股票产生的亏损，由本人予以补偿；若产生收益，则归员工个人所有。
2018-09-09 17:16
【天奇股份：子公司签订1.78亿元海外承包合同】财联社9月9日讯，天奇股份晚间公告，全资子公司力帝集团之控股子公司时代天成与加纳共和国SCTL签订总承包合同，双方就“加纳国特马市年产40000-50000吨电子垃圾拆解处理厂工程总体规划设计、采购、施工”项目达成一致。 合同总金额为2607.98万美元（折合人民币约1.78亿元）。
2018-09-09 17:14
【江西：“互联网+”深化政务服务“一次不跑”改革】财联社9月9日讯，为进一步提高政务服务信息化水平，江西省日前出台政策，明确将加快推动政务服务“一网通办”和政务信息资源整合共享，建设政务服务移动平台，加快落实“一次不跑”改革。江西省要求各地各部门按照“应上尽上”原则，将所有政务服务事项部署上网，无法全程网办的要实现网上展示、网上查询、网上咨询、网上受理。2018年年底前，实现省级和市县两级依申请类政务服务事项网上可办率分别不低于80%、50%；2019年年底前，分别不低于90%、70%。（新华社）
2018-09-09 17:12
