2018-07-11 18:38
【美国芯片股盘前集体下挫】财联社7月11日讯，恩智浦下跌2.7%，AMD下跌2%，美光下跌1.9%，英伟达下跌1.5%，英特尔下跌1.3%。
2018-07-11 18:34
【TCL集团：美国本次加征关税清单对公司电视等产品和业务单元无影响】财联社7月11日讯，TCL集团晚间公告称，美国发布“拟对从中国进口的价值2000亿美元的进口产品征收关税”，根据美国拟加征关税的清单，公司出口美国的电视整机、智能手机、音响等产品暂未列入清单，公司生产的液晶显示面板、冰洗产品等暂未出口美国。目前，本次加征关税清单对公司上述产品和业务单元无影响。
2018-07-11 18:31
【国祯环保：上半年净利预增105%至135%】财联社7月11日讯，国祯环保晚间公告，今年上半年预盈1.24亿元至1.42亿元，同比增长105%至135%。增长原因为公司水环境运营类项目运营规模增长，运营服务收入与工程建造服务收入增长明显。
2018-07-11 18:28
【盛运环保：公司主体长期信用等级遭下调】财联社7月11日讯，盛运环保公告称，联合评级决定将公司的主体长期信用等级由“BB”下调至“CC”，将“16盛运01”“17盛运01”债项信用等级由“BB”下调至“CC”，同时，继续将公司主体长期信用等级及发行的“16盛运01”“17盛运01”债项信用等级列入信用评级观察名单。
2018-07-11 18:24
财联社7月11日讯，新东方教育科技集团据悉计划让旗下腾讯支持的在线子公司进行IPO。
2018-07-11 18:20
【文灿股份连续两日涨停 称对特斯拉销售占比仅7%】财联社7月11日讯，文灿股份发布股价异动公告称，公司2017年度对特斯拉销售收入为1.11亿元，占主营业务收入比例为7.17%，比重较小。特斯拉在上海建厂对公司的影响，要视特斯拉在中国的生产具体安排而定，目前公司尚未收到特斯拉的确切通知。
2018-07-11 18:13
财联社7月11日讯，中国恒大7月11日耗资2.721亿港元回购1283.9万股。
2018-07-11 18:11
【中油工程子公司取得沙特阿美约38亿元人民币项目授标意向函】财联社7月11日讯，中油工程在上交所公告，子公司中国石油管道局工程有限公司近日取得了沙特阿美石油公司关于哈拉德和哈维亚北部压气站管道采办建设项目授标意向函。项目工程计划工期38个月，公司尚未与沙特阿美石油公司签定正式合同，合同条款和合同履行以最终签署的合同为准。
2018-07-11 18:07
财联社7月11日讯，离岸人民币兑美元跌破6.70关口，日内跌约500点。
2018-07-11 18:04
【智能锁公司云丁科技完成2.7亿元C+轮融资】财联社7月11讯，云丁科技在北京举办C+轮融资&战略媒体沟通会，正式对外公布其C+轮2.7亿元融资及未来战略。云丁科技称此次融资为智能门锁行业迄今为止规模最大融资。该轮融资由蓝图创投、SIG 领投，顺为资本、百度风投、联想之星、险峰华兴、德同资本跟投。跟投方中除德同资本外，其他基金此前都参与了云丁科技不同轮次的融资。（腾讯一线）
2018-07-11 18:03
【银保监会持续推进开放 多家外资银行设立机构】财联社7月11日讯，银保监会近期批准约旦阿拉伯银行筹建上海分行、中国信托商业银行筹建深圳分行、东亚银行（中国）有限公司深圳前海支行升格为分行，批准彰化商业银行在大陆的子行开业、国泰世华商业银行在大陆的子行开业。
2018-07-11 18:02
财联社7月11日讯，退市吉恩晚间公告称，公司股票已于退市整理期交易满三十个交易日，退市整理期已结束，7月13日被上海证券交易所予以摘牌。
2018-07-11 17:57
【海南拟新增海口市区、琼海市离岛免税购物店】财联社7月11日讯，海南省七届政府第二次全体（扩大）会议11日介绍，海南今年下半年将出台国际旅游消费中心建设实施方案，推动海口市区免税店开业、琼海免税店开工。海南省发展改革委员会主任符宣朝介绍，海南下半年尽快出台建设自由贸易试验区（港）、创新驱动发展、国际旅游消费中心、人才体制机制创新等重点领域实施方案，完善全面深化改革开放政策体系，将各类优惠政策、开放举措尽快落地。
2018-07-11 17:53
【上海发布新一轮清洁空气行动计划：2020年基本消除重污染天】财联社7月11日讯，今日，上海市政府办公厅发布《上海市清洁空气行动计划（2018-2022年）》。据了解，到2020年，上海PM2.5年均浓度力争达到37微克/立方米以下，空气质量优良率力争达到80%左右，基本消除重污染天气。（中国经济网）
2018-07-11 17:45
【长城、宝马合资公司首款车型2021年推出 双积分将按股比分配】财联社7月11日讯，11日下午，在长城汽车&BMW集团签约媒体座谈会上，长城汽车副总裁赵国庆表示，长城和宝马的新合资公司双方各持股50%，共同开发平台，除生产MINI车型外，还将生产合资公司自己的车型，初步规划产能16万辆，最大年产能25万辆，首款车型2021年上半年推出，合资公司还将建立自己的研发中心。合资公司的积分将按照股比进行分配。（一财）
2018-07-11 17:34
【行情】财联社7月11日讯，布伦特原油下破77美元/桶关口，日内跌逾2%；WTI原油日内跌1%。此前利比亚国家石油公司宣布恢复对东部油港的控制权，上周该油港因军事冲突停产令利比亚产油量减半。
2018-07-11 17:29
【独家电报|河北燕郊“人才落户新政”仅针对五六家企业】财联社7月11日讯，财联社记者从接近燕郊政府部门人士处获悉，引发广泛关注的“燕郊人才落户新政”仅针对燕郊五六家企业，只有这几家企业在当地办理了集体户口。目前燕郊的政策性文件都需要和北京通州共同协商，燕郊不会单独出政策。此外，燕郊今日对昨日发布的《企事业单位人才引进落户须知》回应指出，企事业单位集体户人才引进落户政策已实施多年，此《须知》是对人才引进落户工作程序的具体说明，不是出台新的人才政策，更不是房产政策松动。（财联社记者 赵普）
2018-07-11 17:23
【央行：深化金融合作 促进中国与中东欧国家共同发展】财联社7月11日讯，第七次中国-中东欧国家（16+1）领导人会晤在保加利亚索非亚举行，并发布了《中国-中东欧国家合作索非亚纲要》。在金融领域，纲要提出的成果主要包括投融资、金融机构网络化布局、金融监管、金融科技等领域的合作。探讨开展人民币融资及发行绿色金融债券合作。中方欢迎中东欧国家央行将人民币纳入外汇储备。
2018-07-11 17:12
财联社7月11日讯，天邦股份公告，控股股东因资管计划到期且不得续期，被动减持通过资管计划持有的0.84%公司股份。
2018-07-11 17:08
【成都计划实施171个基础设施和民生项目 总投资逾15000亿】财联社7月11日讯，记者11日从成都市委外宣办举行的新闻发布会获悉，为积极创造高品质生活，《成都市高品质公共服务设施体系建设改革攻坚计划》提出，成都计划实施171个重大基础设施和民生项目，总投资15072亿元。
2018-07-11 17:05
【国产二价宫颈癌疫苗即将获批】财联社7月11日讯，国家药监局药审中心信息显示，7月10日，厦门万泰沧海生物技术有限公司申报的二价宫颈癌疫苗上市申请离开新报任务，预计很快进入审批程序，两个月内获批的概率较大。万泰沧海是目前唯一申报国产宫颈癌疫苗上市的企业，另有12家国内企业申报预防宫颈癌的HPV疫苗临床试验，其中，已有3家的九价HPV疫苗获批临床试验。
2018-07-11 17:02
【舜宇光学科技6月份手机镜头出货量同比增长83% 环比上升13.5%】财联社7月11日讯，舜宇光学科技6月份手机镜头出货量同比增长83%，环比上升13.5%，主要是因为公司手机镜头市场份额的上升。车载镜头出货量同比上升23.2%，车载成像领域的快速成长和公司车载镜头全球市占率较去年同期上升。手机摄像模块出货量同比上升35.8%，公司在国内智能手机市场的份额上升。
2018-07-11 16:51
【中国太平保险集团与海南省政府签署战略合作协议】财联社7月11日讯，近日，中国太平保险集团与海南省人民政府在海口签署战略合作协议。随后，中国太平旗下太平投资、太平金服分别与三亚市政府签署了合作协议。根据协议，中国太平将与海南省在保险服务、职业年金、资金运作及创新合作等方面开展全面务实的合作。中国太平将充分发挥在保险主业和投融资等方面的优势，为海南省提供优质的保险服务，不断增强中国太平在海南的投资力度。双方将共同推进央企与地方的融合，实现合作共赢。
2018-07-11 16:49
【乐视进军区块链？实为合作方产品由前员工公司推出】财联社7月11日讯，7月11日，区块链社区一链宣布与乐视网电视运营主体公司旗下乐融致新合作推出“一链盒子”，进军智能区块链领域。为何乐融致新会选择一家尚未推出正式产品的公司进行合作？通过查询发现，该公司创始人万涛曾在2016年底加盟乐视任乐视云计算安全中心总经理；两名联合创始人中，李时斌曾担任乐视用户体验中心总监、乐视首席设计师，任海林则曾经担任乐视网技术经理。不过，截至目前，并未发现该公司与乐视网及旗下子公司有任何资本层面联系。（腾讯）
2018-07-11 16:44
财联社7月11日讯，吉利汽车预计上半年净利润将同比增长约50%，上年同期为43.4亿元。
2018-07-11 16:39
【济南严查商品房借“毛坯变装修”变相涨价销售】财联社7月11日讯，济南市城乡建设委近日发布《关于规范带装修商品房预售管理的通知》，严查商品房借“毛坯变装修”变相涨价销售，规定带装修销售的商品房应明示装修价格，严禁擅自改变商品房装修设计标准，以维护购房者合法权益。（新华社）
2018-07-11 16:29
【雅本化学：子公司建农植保复产】财联社7月11日讯，雅本化学公告，子公司建农植保根据江苏滨海经济开发区沿海工业园的相关要求，自5月11日起临时停产。近日，建农植保收到复产通知，同意自7月11日起恢复生产。建农植保在临时停产期间，积极落实园区相关部门的整改要求，制定整改方案，进一步规范了危险废物的贮存、转移管理工作。
2018-07-11 16:25
【外交部：中方将反制美国加征关税】财联社7月11日讯，7月10日，美国贸易代表办公室公布对额外2000亿美元中国输美产品加征10%关税的清单。在今天（11日）的外交部例行记者会上，发言人华春莹回应，中方将作出必要反制，维护自身正当合法权益。美方行为是典型的贸易霸凌主义。中方将作出必要反制，坚决维护自身正当合法权益。这是一场单边主义与多边主义，保护主义与自由贸易，强权与规则之战。中方将和国际社会一道，站在历史正确一边，共同维护多边贸易体制和规则。（央视新闻）
2018-07-11 16:11
财联社7月11日讯，香港恒生指数收盘下跌1.3%报28311.69点。小米收盘持平，报19港元/股。
2018-07-11 16:10
【荣泰健康：股东及高管拟合计减持不超过10.43%股份】财联社7月11日讯，荣泰健康公告，股东天胥湛卢九鼎和天盘湛卢九鼎拟6个月内清仓减持10.09%股份；董秘应建森、副总经理徐益平拟合计减持不超过0.34%股份。
2018-07-11 16:06
【华春莹这样回应美方发动贸易战】财联社7月11日讯，华春莹：今天上午商务部发言人已就此发表谈话，表明了中方的严正立场。我想再次强调，美方行为是典型的贸易霸凌主义。中方将作出必要反制，坚决维护自身正当合法权益。这是一场单边主义与多边主义，保护主义与自由贸易，强权与规则之战。中方将和国际社会一道，站在历史正确一边，共同维护多边贸易体制和规则。我想再次强调，这是一场单边主义与多边主义、保护主义与自由贸易、强权与规则之战。国际社会应共同努力，坚决抵制单边主义，反对保护主义，维护多边贸易体制和自由贸易规则。这是作为负责任国家应有的担当和责任。（新华网微博）
2018-07-11 16:03
【苏宁与咪咕达成战略合作】财联社7月11日讯，苏宁宣布与全场景品牌沉浸平台咪咕公司达成战略合作，双方将在赛事直播、内容制作、智能硬件、大数据应用、体育设施等多领域展开全产业链合作，并将联手打造咪咕-PP体育联运平台，PP体育的赛事内容将在咪咕客户端等产品内呈现。
2018-07-11 16:02
【粤桂固体废物联防联控工作会商会议在粤召开】财联社7月11日讯，7月10日下午，广东省环保厅与广西壮族自治区环保厅联合召开粤桂固体废物联防联控工作会商会议。会议指出，要重点抓好三项任务：一是合力解决三部委联合挂牌督办案件的后续工作，同步分别向国家申请摘牌。二是健全合作机制，加强固体废物非法转移联防联控合作力度。三是定期召开联席会议，加强沟通交流，推动两省区环境保护污染防治合作上新台阶。
2018-07-11 16:01
【陶氏聚氨酯张家港组合聚醚多元醇工厂正式投入运营】财联社7月11日讯，陶氏化学公司聚氨酯业务部7月11日在张家港生产基地举行组合聚醚多元醇工厂开业庆典。张家港基地的新工厂是世界级的组合聚醚多元醇工厂，进一步提升了陶氏本地化生产能力，为本地客户提供优质聚氨酯材料和定制化解决方案，预计将满足耐用消费品、基础设施、汽车等市场领域日益攀升的需求。
2018-07-11 15:59
【上海国际充电站(桩)技术设备展将于8月举行】财联社7月11日讯，第十二届上海国际充电站(桩)技术设备展览会将于8月23-25日在上海新国际博览中心举行。今年的展会上，华为、泰坦科技、科士达、汇海科技等企业将亮相展会，将展出大功率充电、无线充电、柔性充电、矩阵充电堆等全球领先的充电技术成果。
2018-07-11 15:54
【金路集团：子公司岷江电化受暴雨灾害影响或停产】财联社7月11日讯，金路集团公告，下属子公司岷江电化位于四川省阿坝州茂县境内，因近期普降暴雨，导致通往岷江电化的道路运输中断，岷江电化目前产品及生产原材料进出受到影响，生产装置面临部分或全部停产的可能，停产会对公司经营业绩产生一定影响，具体金额目前尚无法预计。目前，公司已启动应急预案，积极协调统筹岷江电化生产经营活动，全面开展减损工作，以确保各项损失降到最低。
2018-07-11 15:51
财联社7月11日讯，韶钢松山预计上半年实现净利润约17.3亿元，同比增长增长166.3%。
2018-07-11 15:50
【独家电报|住建部等七部委在广州整治楼市乱象 保利旗下项目因双合同被查】财联社7月11日讯，财联社记者从不同信源处独家获悉，住建部等七部委已在广州开展治理房地产市场乱象专项行动。其中保利地产操盘的位于黄埔区的越秀保利爱特城项目，在此次专项检查中因“双合同”问题被查。一位接近保利的人士向财联社记者透露，在爱特城被查之后，保利地产位于广州东部区域项目均已暂停对外销售。记者随后实地走访保利位于黄埔区另一项目罗兰国际，该项目销售中心处关闭状态。（财联社记者 陈业）
2018-07-11 15:46
【建新股份：半年报预增1288%-1339%】财联社7月11日讯，建新股份上半年预盈2.75亿元-2.85亿元，同比增长1288%-1339%。
2018-07-11 15:42
【人工智能系统可助预测联合用药副作用】财联社7月11日讯，美国斯坦福大学一个研究团队开发出一种新的人工智能系统，可预测两种药物联合使用的潜在副作用。这项研究成果不仅可帮助医生更好地开出用药处方，也能帮助研究人员寻找更佳的用药组合。（新华社）
2018-07-11 15:38
财联社7月11日讯，天源迪科半年报预计盈利3755.69万元至4092.01万元，比上年同期增长235%—265%。
2018-07-11 15:29
