2018-07-05 21:49
【我国城市绿色发展迫切需要绿色投融资支持】财联社7月5日讯，住房和城乡建设部建筑节能与科技司司长苏蕴山5日说，我国正处于城市建设改革、转型的重要阶段。支撑城市绿色发展，在未来一段时间迫切需要投融资支持。苏蕴山还表示，推动城市绿色投融资发展，各部门间需要加强沟通协调，建立常规化、长效化的合作机制；各金融机构应根据城市绿色发展的需求和特点，积极研发相适应的绿色投融资产品。（新华社）
2018-07-05 21:42
【商务部将会同相关部门制定全面放宽市场准入等举措】财联社7月5日讯，据商务部网站5日消息，在第二十四届中国兰州投资贸易洽谈会上，商务部副部长高燕表示，商务部将会同相关部门深入贯彻落实党中央国务院决策部署，本着共商共建共享原则，加快推动“一带一路”建设，制定全面放宽市场准入、对标国际规则、提升贸易投资的便利化水平、保护外资合法权益、建设国际一流营商环境等举措，不断提高对外开放水平，推动形成全面开放新格局。（证券时报）
2018-07-05 21:30
【美股开盘 三大股指普涨】财联社7月5日讯，标普500指数开盘上涨16.26点，涨幅0.60%，报2729.48点；纳斯达克指数开盘上涨49.30点，涨幅0.66%，报7551.95点；道琼斯指数开盘上涨166.10点，涨幅0.69%，报24340.89点。
2018-07-05 21:30
【险资在鄂投资超千亿 基建棚户改造成重点投向】财联社7月5日讯，近日，在湖北省召开的2018年保险资金运用项目对接会上，共签署了8个合作协议，签约金额430亿元。据介绍，截至今年5月底，已有近20家保险公司的保险资金，通过各种形式和渠道在湖北投资超过1000亿元，支持重点基础设施建设和棚户区改造。同时，湖北保监局与中国保险资产管理业协会搭建平台，全省各市州共准备了100多个险资对接项目，总融资需求超过2200亿元，集中在基础设施、重大科技成果转换和民生领域。（中国证券网）
2018-07-05 21:26
【6月各期限存款利率继续上涨 5年期上涨8个百分点】财联社7月5日讯，在线金融搜索平台融360最新发布的6月银行存款利率报告显示，6月各期限存款利率均较5月上涨，其中3年期、5年期存款利率分别上涨7个百分点和8个百分点，而2年期及以下期限的仅上涨1至2个百分点。
2018-07-05 21:18
财联社7月5日讯，2018中国互联网大会个人信息保护论坛将于7月12日在中国互联网大会期间举办，全国首部个人信息保护行动计划将在本次论坛上发布。
2018-07-05 21:14
【香港之后新加坡也出手了：提高住宅印花税 收紧贷款限额】财联社7月5日讯，在香港推出楼市大招，宣布征收相当于楼价5%的一手房空置税不到一周后，新加坡为使房地产市场降温，将提高住宅印花税5到15个百分点，并收紧贷款限额。过去一年里，新加坡房价大幅增长了9.1%。
2018-07-05 21:07
【本轮成品油调幅有望创年内新高】财联社7月5日讯，新一轮成品油调价窗口将于7月9日24时开启。多位成品油分析师认为，本轮成品油上调幅度或超过260元/吨，创年内新高。针对国务院近日印发的《打赢蓝天保卫战三年行动计划》，研究人士普遍认为国六标准以下油品将遭淘汰。（中国证券网）
2018-07-05 21:06
【YeeCall完成B1轮战略融资 利欧数字领投】财联社7月5日讯，7月5日，YeeCall宣布完成B1轮融资，由上市公司利欧股份旗下的利欧数字领投，什马金融、静远资本、旌阁投资等投资机构继续跟投。本轮投资的具体金融并未公布，YeeCall方面表示金额在几千万元左右。（腾讯一线）
2018-07-05 20:57
财联社7月5日讯，沙特阿美下调针对亚洲、美国、欧洲等地8月轻质油的定价。
2018-07-05 20:54
【升达林业：控股股东一致行动人持有的671.6万股被强平】财联社7月5日讯，升达林业晚间公告，因公司股票价格跌破最低保障比例，控股股东的一致行动人董静涛未在规定时间补足仓位，也未能归还全部负债，7月2日，其持有的公司股票671.6万股被长江证券强行平仓，占公司总股本0.89%。
2018-07-05 20:39
财联社7月5日讯，据猫眼数据显示，电影《我不是药神》票房突破3亿元，用时20时29分。小财注：《战狼2》上映首日票房为1.02亿元；《唐人街探案》为3.41亿元；《美人鱼》为2.72亿元。
2018-07-05 20:31
【徐工机械：华信工业放弃认购 调整公司定增方案】财联社7月5日讯，徐工机械晚间公告，公司于7月3日收到本次非公开发行的认购对象之一上海华信国际集团工业装备有限公司无条件放弃认购本次非公开发行股票的告知文件，公司于7月5日召开董事会会议审议通过了调整公司定增方案的议案，对发行对象、发行数量、募集资金金额和用途进行了调整。发行数量由不超13.49亿股下调至不超8.26亿股；募资金额由不超41.56亿元下调至不超25.44亿元。
2018-07-05 20:30
【美国6月初请数据超预期】财联社7月5日讯，美国6月30日当周首次申请失业救济人数 23.1万人，预期 22.5万人，前值由 22.7万人修正为 22.8万人。美国6月23日当周续请失业救济人数 173.9万人，预期 171.8万人，前值由 170.5万人修正为 170.7万人。
2018-07-05 20:27
【融创中国：上半年合约销售额同比增长74%】财联社7月5日讯，融创中国在港交所发布公告称，6月实现新增预订销售金额456.7亿元（同比增长57%），合同销售金额459.6亿元（同比增长61%）；上半年实现合约销售金额1941.9亿元，同比增长74%。
2018-07-05 20:24
【新华时评：环保执法监管动真格才能出效果】财联社7月5日讯，新华社评论称，环保执法不仅要看下了多少文书、罚了多少钱、处理了多少人，更要看有没有打到违法者的痛处、真正制止违法行为。如果执法力度不痛不痒，不了了之，不仅解决不了问题，反而助长违法者的侥幸心理。因此，环保执法应掷地有声，令行禁止，监管者必须使用霹雳手段，铁面执法。生态环境保护绝不能做做样子。唯有依法用好霹雳手段，打出声威、打出效果，才能震慑生态环境破坏者，减少生态环境违法乱象，早日实现碧水蓝天绿地的美好梦想。
2018-07-05 20:15
财联社7月5日讯，美国6月ADP就业人数+17.7万人，预期+19万人，前值+17.8万人修正为+18.9万人。
2018-07-05 20:05
财联社7月5日讯，美光收到福建专利诉讼案判决的初步禁制令，美光预计当前季度营收受到大约1%的负面影响。
2018-07-05 20:04
【西陇科学：实控人之一质押股份触及平仓线 被动减持241万股】财联社7月5日讯，西陇科学晚间公告，近期，受公司股价波动影响，公司实际控制人及一致行动人之一、董事、副总裁黄侦凯质押的股份触及平仓线，未按照要求及时履行追保义务，质权人中信证券对部分股份进行平仓处理，造成黄侦凯7月4日被动减持241.3万股。中信证券拟对涉及违约的质押股份进行违约处置，可能导致黄侦凯所持公司股份继续被动减持。
2018-07-05 19:57
【郭树清：上市公司平均估值水平在主要经济体中居于低位】财联社7月5日讯，中国人民银行党委书记、中国银保监会主席郭树清在接受采访时表示，上市公司盈利能力提升，平均估值水平在主要经济体中居于低位。国际投资界普遍认为，中国资本市场已显示出较好的投资价值。上半年，境外资金净流入股票市场1313亿元，境外机构投资者净买入中国政府债3089亿元。信用债市场略有波动，但违约率远低于国际市场平均水平，总体风险完全可控。
2018-07-05 19:48
【中兴通讯：聘任徐子阳为公司总裁】财联社7月5日讯，中兴通讯第七届董事会第三十二次会议决议，同意不再聘任赵先明先生为公司总裁，同意聘任徐子阳先生为公司总裁；不再聘任邵威琳先生为公司财务总监。
2018-07-05 19:41
【兑奖了：密尔克卫签号码出炉 共有34308个】财联社7月5日讯，密尔克卫签结果出炉，中签号码共有34,308个，每个中签号码只能认购1000股。末“4”位数：0099、5099、4671；末“5”位数：13598、33598、53598、73598、93598；末“6”位数：311985、511985、711985、911985、111985、050610、550610；末“7”位数：6529473、7779473、9029473、5279473、4029473、2779473、1529473、0279473；末“8”位数：63038488。
2018-07-05 19:37
