2018-06-05 22:29
财联社6月5日讯，伦铜涨破7000美元关口，刷新日高至7070.75美元/吨，日内涨约1.2%。市场担忧全世界最大铜矿Escondida出现罢工。
2018-06-05 22:23
财联社6月5日讯，俄罗斯向欧盟提议，共同采取行动应对美国钢铝关税措施。（塔斯社）
2018-06-05 22:21
【海南：2020年将完成所有行政村及其自然村生活污水治理工作】财联社6月5日讯，海南省5日上午就《海南省农村人居环境整治三年行动方案（2018-2020）》召开新闻发布会，宣布到2020年完成所有行政村及其自然村生活污水治理工作，实现农村人居环境明显改善，基本达到“干净、整洁、见绿”，乡村公厕“不湿、不臭、不挤”。（新华社）
2018-06-05 22:07
财联社6月5日讯，纳指上涨0.5%，报7643.86点，创历史新高。
2018-06-05 21:47
【首钢集团成为北京2022年冬奥会和冬残奥会官方合作伙伴】财联社6月5日讯，北京2022年冬奥会和冬残奥会官方城市更新服务合作伙伴签约仪式在首钢园区北京冬奥组委办公区举行。首钢集团正式成为北京2022年冬奥会和冬残奥会官方合作伙伴。
2018-06-05 21:45
【科大讯飞与三省一市高院签合作协议 推进“人工智能+法院”应用】财联社6月5日讯，记者获悉，近日，科大讯飞与三省一市高院签署《推进长三角地区三省一市“人工智能+法院”深度战略合作协议》，共同推进“人工智能+法院”在长三角地区的应用。（证券时报）
2018-06-05 21:39
【杭州余杭区：力争在2020年底培育独角兽企业10家以上】财联社6月5日讯，杭州市余杭区发布《关于加快独角兽、准独角兽企业培育的若干政策意见》，提出通过提供全国最优的创业创新环境、最精准专业的服务，培育一批、吸引一批独角兽、准独角兽企业在余杭创业创新、做大做强，从而打造全国“独角兽”企业的成长乐园，力争在2020年底全区培育独角兽企业10家以上，准独角兽企业50家以上，准独角兽培育企业50家以上。
2018-06-05 21:31
【美股小幅高开 阿里巴巴股价刷新历史新高至210美元】财联社6月5日讯，标普500指数开盘上涨0.99点，涨幅0.04%，报2747.86点；纳斯达克指数开盘上涨15.60点，涨幅0.21%，报7622.10点；道琼斯指数开盘上涨6.50点，涨幅0.03%，报24820.20点。科技股延续强势表现，亚马逊、奈飞、微软等再度齐创历史新高。阿里巴巴（BABA）股价刷新历史新高至210美元，总市值近5400亿美元。
2018-06-05 21:29
【2018世界交通运输大会6月18日至21日在北京举行】财联社6月5日讯，中国科学技术协会、交通运输部、中国工程院6月5日下午在北京举行新闻发布会宣布，由这三家单位共同主办的2018世界交通运输大会，即将于6月18日至21日在北京国家会议中心举行。预计会议规模在6000人左右。2018世界交通运输大会主题为“交通让世界更美好”，将致力于加强交通运输领域的国际交流与合作，增进相关学科领域的创新与融合，加快推进中国交通强国、科技强国战略的实施。（中新网）
2018-06-05 21:27
【华为公布车联网进展：年内将覆盖10万网联车】财联社6月5日讯，华为LTE产品线总裁熊伟今日透露，华为今年将覆盖10万网联车。近年来，华为一直有向其他领域扩充的计划与布局，此前，其将与汽车厂商合作造车的传闻也一直不绝于耳。对此，华为官方进行了否认。实际上，华为进军汽车业的“野心”在于，提供车联网的相关解决方案。（每经）
2018-06-05 21:11
【金龙机电：控股股东股票质押违约 或被动减持1.45%股份】财联社6月5日讯，金龙机电公告，东北证券就相关股票质押回购交易要求控股股东金龙集团提前购回，但金龙集团未按规定完成购回交易，已构成逾期违约。为此，东北证券将启动违约处置程序，拟采取集中竞价交易处置金龙集团所质押的公司1.45%股权。目前，金龙集团正同质权人进行积极沟通，努力寻求补救措施。
2018-06-05 21:07
财联社6月5日讯，证监会：康辰药业、中国人保首发获通过，万朗磁塑首发未通过。
2018-06-05 21:06
【兴源环境：联合预中标7.5亿元PPP项目】财联社6月5日讯，兴源环境公告，公司与中艺生态组成的联合体，成为“贵州省黔西县水务一体化PPP项目——农村饮水安全巩固提升工程”的预中标社会资本方。该项目工程总投资为7.5亿元。
2018-06-05 21:05
财联社6月5日讯，据路透援引三位欧佩克消息人士称，美国要求部分欧佩克产油国增产，但未提及具体数据。
2018-06-05 21:00
财联社6月5日讯，商品期货夜盘开盘，黑色系高开，铁矿石涨1.4%领涨。焦煤、焦炭、动力煤分别高开1%、1.4%、0.6%。螺纹、热卷分别高开1%、1.2%。郑棉低开3%，棉花跌1.7%。
2018-06-05 20:58
【中核与上海市经信委会谈：探索军民融合、科技创新等领域合作】财联社6月5日讯，中核集团党组副书记、总经理余剑锋今日在集团公司总部会见了上海市经信委副主任、市国防科工办主任吴磊一行，双方就相关合作事宜进行沟通交流。余剑锋表示要把握新时代核工业发展的历史机遇期，结合国家战略发展需求，发挥集团公司自身优势，寻找与上海市全面合作的契合点，探索军民融合、科技创新等领域的合作空间，加强平台建设，优化资源配置，推动项目落地，增强合作的丰富度和灵活性。
2018-06-05 20:56
