2018-09-21 18:43
财联社9月21日讯，今日全国共有7家钢厂发布调价信息，均对钢材价格进行了下调，幅度在0-50元/吨。
2018-09-21 18:41
财联社9月21日讯，民生银行获中国银保监会同意发行不超过800亿元人民币金融债券。
2018-09-21 18:34
【中信固收：退出新财富最佳分析师个人奖项评选】财联社9月21日讯，中信固定收益研究团队发布关于退出新财富最佳分析师个人奖项评选的声明称，中信证券自2015年起不参加新财富最佳分析师的机构评选活动。决定退出2018年度“第十六届新财富最佳分析师”个人奖项的评选活动，目前已通知举办方删除个人的所有评选信息。
2018-09-21 18:29
财联社9月21日讯，中体产业公告称，拟通过发行股份及支付现金的方式购买中体彩科技发展有限公司51%股权和北京国体世纪质量认证中心有限公司62%股权，拟通过支付现金的方式购买中体彩印务技术有限公司30%股权和北京华安联合认证检测中心有限公司100%股权。本次交易标的资产作价10.8亿元。本次权益变动完成后（不考虑募集配套资金的情况），华体集团有限公司所持上市公司6.29%的股份。
2018-09-21 18:17
【吉林省公主岭市南崴子镇、内蒙古自治区 科尔沁右翼中旗发生非洲猪瘟疫情】财联社9月21日讯，农业农村部新闻办公室9月21日发布，吉林省公主岭市南崴子镇、内蒙古自治区科尔沁右翼中旗各发生一起生猪非洲猪瘟疫情。
2018-09-21 18:16
【独家电报|腾讯、滴滴获北京自动驾驶路试牌照】财联社9月21日讯，财联社记者从北京智能车联产业创新中心获悉，北京自动驾驶车辆道路测试资格新增两家企业，分别为腾讯大地通途（北京）科技有限公司和苏州滴滴旅行科技有限公司。名单显示，北京目前已有7家企业获得测试资格，两家传统主机厂为北汽新能源和戴姆勒，除腾讯、滴滴之外，其他3家互联网科技公司为百度、蔚来、小马智行。迄今为止，测试车辆最多的为百度，达到25辆。（财联社记者 徐昊）
2018-09-21 18:12
【北京市住建委、网信办联合约谈58集团主要负责人 责令暂停北京房源信息发布】财联社9月21日讯，21日下午，北京市住建委、网信办针对58集团旗下58同城、赶集网、安居客等产品未能有效履行平台监管责任，导致平台上长期大量存在出售“小产权房”、出租“群租房”等严重违法违规的房源信息和从事房地产经纪业务的“黑中介”内容，经督促整改效果不明显的情形，依法约谈58集团主要负责人，责令立即开展专项整治，整治期间（自9月21日18时至9月25日18时止）暂停其网站所有北京房源信息发布。
2018-09-21 18:10
财联社9月21日讯，惠誉下调全球经济增长预期，因考虑到贸易争端。惠誉将2019年全球经济增长预期下调0.1个百分点，至3.1%。
2018-09-21 18:09
【证监会：新希望乳业等4家公司首发9月27日上会】财联社9月21日讯，宁波水表股份有限公司、新希望乳业股份有限公司、江苏爱朋医疗科技股份有限公司、珠海安联锐视科技股份有限公司（首发）申请将于9月27日上会。
2018-09-21 18:08
【广东房协回应商品房预售制：只是进行内部讨论】财联社9月21日讯，一则“广东省房地产协会向各副会长单位下发《关于请提供商品房预售许可有关意见的紧急通知》”的消息备受各界关注。今天(9月21日)下午，广东省房地产协会相关工作人员就此回应新京报记者称，“该文件目前还处于内部讨论阶段，相关内容只是拟订。”
2018-09-21 18:03
财联社9月21日讯，海航控股拟以13亿元向厚朴蕴德转让北京国晟100%的股权，出售北京国晟物业管理有限公司产生收益约5.57亿元。
2018-09-21 17:50
财联社9月21日讯，腾讯控股董事会将于11月14日批准第三季度业绩。
2018-09-21 17:47
【国务院批复沈抚改革创新示范区建设方案】财联社9月21日讯，国务院批复沈抚改革创新示范区建设方案，原则同意《沈抚改革创新示范区建设方案》。全面落实新一轮东北地区等老工业基地振兴战略，以改革创新为引领，着力推进体制机制改革，深入实施创新驱动发展战略，培育现代产业体系，推进绿色低碳发展，建设东北地区改革开放的先行区、优化投资营商环境的标杆区、创新驱动发展的引领区和辽宁振兴发展的新引擎。
2018-09-21 17:44
【电报|梧州市区农信社申请开办外汇业务被否 因三大指标未达监管标准】财联社9月21日讯，记者获悉，截至6月底，梧州市区农村信用合作联社的主要监管指标为：资本充足率6.14%、不良贷款率12.01%、拨备覆盖率53.31%，由于以上数据均不符合监管的要求。中国银监会广西监管局决定不予批准梧州市区农村信用合作联社开办外汇业务。（财联社记者 李愿）
2018-09-21 17:41
财联社9月21日讯，美的置业据悉下周开始接受香港IPO认购。（IFR）
2018-09-21 17:40
【独家电报|哈银消费金融注册资本翻倍 哈尔滨银行持股增至75.7%】财联社9月21日讯，记者获悉，哈尔滨哈银消费金融有限责任公司增加注册资本和调整股权结构的申请获得银保监会批复，哈银消费金融注册资本从5亿元增至10.5亿，第一大股东哈尔滨银行持股比率增至75.714%。（财联社记者 李愿）
2018-09-21 17:39
