2018-08-06 16:58
财联社8月6日讯，中金所今日发布2年期国债期货合约及相关业务规则，标志着2年期国债期货合约及规则准备工作正式完成。
2018-08-06 16:57
【三毛派神：拟作价逾22亿元收购工程咨询集团】财联社8月6日讯，三毛派神披露重大资产重组预案，公司拟向间接控股股东甘肃国投发行股份购买工程咨询集团100%股权，初步交易价22.19亿元。交易完成后，公司控股股东将由三毛集团变更为甘肃国投，公司实控人仍然为甘肃省国资委。交易前，公司主要从事毛精纺呢绒产品的生产与销售，交易后，公司将整合甘肃省内工程咨询行业优质资产。
2018-08-06 16:56
【油价上调 加满一箱多花2.5元】财联社8月6日讯，8月6日24时，新一轮成品油调价窗口将再次开启。受多重因素综合影响，国际油价在当前水平波动频繁。尽管以美元计价的国际油价变化较小，但考虑人民币贬值因素后，以人民币计价的国内成品油价格仍会小幅调整。央视财经记者最新从国家发改委获悉，此次油价调整具体为：每吨汽油上调70元、柴油上调70元。折合92号汽油每升上调0.05元，95号汽油每升上调0.06元，0号柴油每升上调0.06元。按一般家用汽车油箱50L容量估测，加满一箱92号汽油将多花费约2.5元。（央视财经）
2018-08-06 16:53
【小米拟从IPO融资资金中抽出一大块用于发展印度业务】财联社8月6日讯，据外媒报道，小米印度公司负责人贾马库（Manu Kumar Jain）称，小米将会从其IPO融资资金中抽出一大块资金用于发展印度业务，尤其是打造其互联网服务生态系统、投资更多初创公司以及打造针对印度市场的物联网服务。小米还准备进军它迄今为止一直避开的印度高端智能手机市场。（腾讯科技）
2018-08-06 16:52
财联社8月6日讯，商务部消息，高盛集团公司收购宝德公司股权案进入公示期，时间为2018年8月6日至2018年8月15日。
2018-08-06 16:48
【华东数控：子公司8350万贷款逾期】财联社8月6日讯，华东数控公告，控股子公司威海华东重工因受重型数控机床行业市场低迷形势影响，订单与开工不足导致资金状况紧张，致使一笔8350万贷款未能如期偿还或续贷，上述贷款已逾期。
2018-08-06 16:44
【富士康或在美国建厂组装iPhone 美液晶项目降级为6代线】财联社8月6日讯，富士康集团正在美国威斯康星州建设一座液晶面板制造基地，项目计划投资100亿美元。不过台湾媒体最新消息称，富士康集团将收缩美国液晶面板项目，将采用相对比较老的6代线技术，另外，富士康也有可能在美国本土建设工厂，组装苹果手机。对于相关市场消息，富士康集团并未发表评论。（腾讯科技）
2018-08-06 16:42
【独家电报|首批养老目标基金获批】财联社8月6日讯，华夏养老目标2040、富国鑫旺等多只养老目标基金正式获得证监会批文，公募基金助力养老金第三支柱建设正式拉开帷幕。市场人士预计，养老目标基金的获批和即将发行将在为市场带来中长期资金，促进资本市场投资者结构出现重大变化。（财联社记者 裴利瑞）
2018-08-06 16:40
【神龙汽车召回部分东风标致新408汽车随车装配的固特异215/50R17轮胎】财联社8月6日讯，日前，神龙汽车有限公司根据《缺陷汽车产品召回管理条例》和《缺陷汽车产品召回管理条例实施办法》的要求，向国家市场监督管理总局备案了召回计划。将自2018年9月13日起，召回2014年2月20日至2015年10月30日期间生产的部分东风标致新408汽车的随车装配的固特异215/50R17轮胎，涉及车辆102851辆。
2018-08-06 16:37
【广汽本田汽车有限公司召回部分冠道汽车】财联社8月6日讯，日前，广汽本田汽车有限公司根据《缺陷汽车产品召回管理条例》和《缺陷汽车产品召回管理条例实施办法》的要求，向国家市场监督管理总局备案了召回计划，将自2018年8月20日起，召回部分2017-2018年款冠道系列汽车，共计158050辆。
2018-08-06 16:34
财联社8月6日讯，中国恒大港交所公告，预计上半年税后净利润预期同比增长125%以上，核心业务净利润预期同比增长100%以上。
2018-08-06 16:31
【比亚迪：1-7月新能源汽车销量9.37万辆】财联社8月6日讯，比亚迪披露，公司7月份新能源汽车销量为18793辆，燃油汽车销量为18522辆；1-7月份，公司新能源汽车累计销量为93677辆，燃油汽车累计销量为16.81万辆。
2018-08-06 16:30
财联社8月6日讯，农业农村部办公厅、财政部办公厅发布关于批准开展2018年农业产业强镇示范建设的通知，决定批准北京市平谷区峪口镇等254个镇（乡）开展农业产业强镇示范建设。
2018-08-06 16:28
【獐子岛提示风险：立案调查工作仍在进行中】财联社8月6日讯，獐子岛公告，公司因涉嫌信息披露违法违规，于2018年2月9日收到证监会《调查通知书》，被中国证监会立案调查。目前中国证监会调查工作仍在进行中，公司生产经营活动正常，公司正积极配合调查工作，尚未收到证监会就上述立案调查事项的结论性意见或决定。
2018-08-06 16:24
【辉瑞乳腺癌治疗突破性创新药爱博新在中国获批】财联社8月6日讯，辉瑞公司今日宣布，全球首个细胞周期蛋白依赖性激酶(CDK)4/6抑制剂爱博新(哌柏西利, palbociclib)，已于7月31日获得国家药监局批准。
2018-08-06 16:18
【中国-加利福尼亚州清洁技术展示活动将于9月在旧金山举行】财联社8月6日讯，科技部国际合作司和美国加利福尼亚州能源委员会拟于2018年9月在美国旧金山共同举办中国-加利福尼亚州清洁技术展示活动，拟邀请电器节能（第二代LED技术、节能制冷）、建筑节能（现有建筑改造技术、新型低能耗建筑材料、可持续预制建筑技术、绿色建筑产业政策、从建筑垃圾中回收资源）、能源储存（固态电池和液流电池）、氢能（氢的生产、运输和储存氢燃料电池汽车及基础设施）、新能源汽车、可再生能源（薄膜光伏、海上发电、太阳能热发电）、水能食物关系、水和废水处理技术（农业渗漏检测）等相关领域的科技型企业参加。
2018-08-06 16:15
【四川银监报告：房地产贷款占银行总贷款近50%】财联社8月6日讯，8月初，四川银监局通报了2018年上半年四川银行业半年运行情况，提及“房地产领域风险防控压力上升”、“地方政府性债务风险防控压力上升”等八大风险，称“防控风险的任务十分艰巨”；并且，“一旦房价出现波动，很可能引发系统性风险，需要高度警惕”。四川银监局的统计数据表明，截至2018年5月底，四川全省银行业房地产贷款余额约为1.51万亿元，相比2017年年底时增长了9.53%。“尽管当前房地产显性不良率较低，只有0.54%”，“但房地产行业贷款集中度偏高，房地产贷款加上其他以房产为抵押的贷款占比接近50%”。（经济观察报）
2018-08-06 16:12
财联社8月6日讯，香港恒生指数收盘上涨143.24点，涨幅0.52%，报27819.56点。
2018-08-06 16:10
【辉丰股份：控股股东收到《取保候审决定书》】财联社8月6日讯，辉丰股份公告，收到公司控股股东、董事长、总经理仲汉根的通知，其于2018年8月4日收到盐城公安局直属分局《取保候审决定书》(直公(治)取保字[2018]304 号)：“我局正在侦查 20180315污染环境案，根据《中华人民共和国刑事诉讼法》规定，决定对其取保候审，期限从2018年8月4日起算”。
2018-08-06 16:07
【太极实业：联合中标逾49亿元项目】财联社8月6日讯，太极实业公告，公司控股子公司十一科技牵头组建的联合体，中标上海积塔半导体有限公司特色工艺生产线建设项目，中标总价49.23亿元。该项目的中标体现了十一科技在集成电路产业领域的EPC领先地位，项目顺利实施将对公司经营业绩产生积极影响。
2018-08-06 16:05
【外管局：我国经常账户差额有望总体保持在合理区间】财联社8月6日讯，2018年二季度我国国际收支平衡表初步数据显示，我国国际收支保持基本平衡，储备资产增加。2018年二季度我国国际收支保持基本平衡。值得指出的是，近几年我国经常账户收支已经进入平衡区间，小幅顺差或者小幅逆差都属于基本平衡。未来，我国经常账户差额有望总体保持在合理区间，国际收支仍将保持总体平衡。
2018-08-06 16:04
财联社8月6日讯，交通运输部公布第1批道路运输车辆达标车型，达标车型均已符合燃料消耗量和安全达标车型要求。
2018-08-06 16:02
【健盛集团：上半年净利同比增70% 美若征税可将美国订单转移到越南】财联社8月6日讯，健盛集团披露半年报，上半年实现营业收入7.57亿元，同比增64.47%；净利润1.11亿元，同比增69.89%；每股收益0.27元。目前,公司袜子与无缝内衣两块均订单较多，生产较饱和。虽然中美贸易战已开启，但袜子作为终端消费品，被征高关税的可能性较小。同时公司在越南的产能加速释放，产能远高于出口美国的袜子产量，假如美国征收高额关税，公司可将美国订单转移到越南生产。
2018-08-06 15:57
【集邦咨询：第三季度锂电池芯或全面涨价5%至15%】财联社8月6日讯，据集邦咨询新能源研究中心6日发布的调查，受到钴金属价格在2018年第一季创新高影响，锂电池芯预计将在第三季全面涨价5%至15%不等，但价格在第四季或持稳。（中国证券网）
2018-08-06 15:53
【外管局：中国上半年经常账户逆差283亿美元】财联社8月6日讯，外管局数据显示，中国第二季度经常账户顺差58亿美元。资本和金融账户逆差58亿美元。非储备性质的金融账户顺差182亿美元。中国上半年经常账户逆差283亿美元。
2018-08-06 15:46
【新华社：炒股邂逅“大师”“白富美” “点对点”骗你没商量——网络非法荐股新动向调查】财联社8月6日讯，新华社记者调查发现，近来网络非法荐股大有抬头之势，并且出现了一些新动向。与过去的股市“黑嘴”不同，现在微信、微博、直播间等新型社交媒体上“点对点”的“荐股”方式更加隐蔽，诈骗团伙的伪装术也不断升级，监管和查处的难度也更大。投资者要提高自我防范意识，谨防被夸张性宣传术语所蒙蔽，同时摒弃“一夜暴富”的盲目投机心态。证监会提醒，合法证券期货经营机构名单可在中国证监会、中国证券业协会、中国期货业协会网站查询，投资者应选择合法机构获取相关投资咨询服务。
2018-08-06 15:38
【深南电A：前海合作区2018年度土地整备计划规模中仍包括南山热电厂地块】财联社8月6日讯，深南电A公告，近日，深圳市规划国土委在其官方网站上公布了《深圳市 2018 年度土地整备计划》，前海合作区2018年度土地整备计划规模中仍包括公司下属的南山热电厂地块。公司将联系相关部门了解具体情况，尽全力保障上市公司和全体股东的合法权益。
2018-08-06 15:35
【农夫山泉拟A股IPO 年营收160亿】财联社8月6日讯，近日，证监会浙江局的资料显示，农夫山泉正在接受中信证券的第一期辅导，主要内容包括辅导公司钟睒睒、卢成、孙星炎在内的高管相关资本市场规范事宜，目前第一期辅导工作已经结束。这意味着市场传闻已久的农夫山泉IPO事宜终于坐实，去年1月份农夫山泉就曾出现在证监局的拟上市名单中，但是随后官方予以否认。（新浪财经）
2018-08-06 15:25
