2018-09-20 17:41
【镇海股份：万乘私募基金增持4.988%股份成公司第一大股东】财联社9月20日讯，镇海股份公告，收到上海万琰辰投资通知，由其管理的万乘私募基金合计增持镇海股份股票8680194股，占镇海股份总股本的4.988%。公司原第一大股东为赵立渭，持有公司股票7640196股，占公司总股本的4.39%。万乘私募基金在本次增持后合计持有公司4.988%股份，成为公司第一大股东。
2018-09-20 17:31
【央行与香港金管局签备忘录 以便利在香港发行央行票据】财联社9月20日讯，央行和香港特别行政区金融管理局签署《关于使用债务工具中央结算系统发行中国人民银行票据的合作备忘录》。旨在便利中国人民银行在香港发行央行票据，丰富香港高信用等级人民币金融产品，完善香港人民币债券收益率曲线。下一步，双方将继续合作推进相关工作。
2018-09-20 17:27
【国家税务总局近期将围绕落实推进个人所得税改革等工作开展督导检查】财联社9月20日讯，国家税务总局部署进一步落实好简政减税降负措施，近期将围绕落实推进个人所得税改革等工作开展督导检查。国家税务总局副局长王陆进表示，税务总局近期将围绕落实各项减税政策、推进个人所得税改革、社保费征管、深化“放管服”改革等工作开展督导检查，确保一督到底、全面覆盖、不留死角。
2018-09-20 17:24
【美团点评将于下个月纳入恒生指数】财联社9月20日讯，恒生指数公司公告，美团点评符合恒生综合指数的快速纳入指数规则要求，相关指数的成份股将于10月5日收市后有变动，并于10月8日起生效。
2018-09-20 17:22
【中国中铁：计划“十三五”期间在成都投资不低于2000亿元】财联社9月20日讯，中国中铁公告，9月19日，公司与成都市人民政府签署了《深化合作协议》，进一步加大双方在成都市新一轮地铁、中低磁悬浮轨道交通、有轨电车、高速公路、快速道路、空港新城、园区建设、保障性住房、土地整理及城市双修、综合管廊、海绵城市等重大基础设施项目上的合作力度，公司计划“十三五”期间在成都投资不低于2000亿元，部分投资可延续至“十四五”期间进行。
2018-09-20 17:20
【三七互娱：8.19亿向控股股东转让汽车部件资产】财联社9月20日讯，三七互娱公告，公司拟作价8.19亿元，向公司控股股东凝众汽车部件科技，出售公司持有的芜湖顺荣汽车部件公司100%股权。通过剥离盈利能力较低的汽车部件板块资产，可使公司资源集中发展文化创意产业。
2018-09-20 17:19
财联社9月20日讯，广电运通公告，拟不超过人民币7.27元/股回购公司股份，资金总额为不超过5亿元。
2018-09-20 17:06
【证监会副主席阎庆民：发挥资本市场优势 助力新时代产融结合】财联社9月20日讯，证监会副主席阎庆民在2018北京CBD国际金融论坛上讲话称，证监会将不断深化资本市场改革开放，完善资本市场支持新技术、新产业、新业态、新模式的制度机制，打通产业发展、科技创新、金融服务生态链，推动形成高质量的产融结合，以支持关键领域自主创新为着力点，加大对重点领域和重点企业的支持力度，推动实现高质量发展。
2018-09-20 17:05
【用友网络：股票期权获100%行权 行权即浮盈122%】财联社9月20日讯，用友网络公告，在公司批准的本期可行权的激励对象行权过程中，共计1322名激励对象行权1727.36万份股票期权，占本次实际行权总量的比例为100%。行权价格12.1元/股。公司最新股价报26.85元，这意味着行权即浮盈了122%。
2018-09-20 17:01
财联社9月20日讯，经合组织：预计2018年全球经济增速为3.7%，2019年为3.7%。预计2018年美国经济增速为2.9%，与此前预期持平。预计美国2019年经济增速为2.7%，较此前预期下降0.1%。
2018-09-20 16:56
【工信部原材料工业司召开建材行业高质量发展工作座谈会】财联社9月20日讯，18-19日，工信部原材料工业司在成都召开了建材行业高质量发展工作座谈会。与会代表交流了各地2018年1-8月建材工业经济运行情况，座谈了水泥、平板玻璃行业去产能情况，新建项目建设及产能置换办法执行情况，错峰生产执行情况和产业扶贫项目落实情况等，分享了推进供给侧结构性改革的典型经验，提出了促进建材行业高质量发展的措施建议。会议代表还听取了有关院士和专家关于先进无机非金属材料产业最新发展报告，实地参观了成都江河幕墙系统工程有限公司和台嘉成都玻纤有限公司，调研了成都青白江国家新型工业化示范基地建设情况。
2018-09-20 16:53
【顺丰控股、海康威视均出现大宗交易 前者机构对敲后者游资接盘】财联社9月20日讯，顺丰控股今日出现1.09亿元折价大宗交易，成交价38.39元/股，为机构席位对敲。顺丰控股最新收盘价41.1元。海康威视出现约2.7亿元平价大宗交易，成交价27.53元/股，机构席位卖出，中信建投北京广渠路、中金公司上海黄浦区湖滨路接盘。
2018-09-20 16:50
