2018-08-07 21:16
【美丽生态：控股股东部分股份被司法拍卖 第一大股东将发生变更】财联社8月7日讯，美丽生态公告，北京市第二中级人民法院在京东网络司法拍卖平台上公开拍卖公司控 股股东五岳乾坤持有的公司股票7935万股，已拍卖成交。五岳乾坤所持有的 公司股票变更为9701万股，本次拍卖完成后，佳源创盛控股集团有限公司直 接及间接持有我公司11936.5654万股份，占公司总股本的比例为14.56%，佳源创盛将成为我公司第一大股东。
2018-08-07 21:05
财联社8月7日讯，上海国际能源交易中心：近日，国内外经济和金融形势复杂多变，影响市场运行的不确定性因素较多，且原油期货SC1809合约临近交割，请各有关单位做好风险防范工作，理性投资，维护市场平稳运行。
2018-08-07 21:00
财联社8月7日讯，商品期货夜盘开盘多数上涨，原油高开2.79%领涨，续创上市以来新高。橡胶、燃油涨约1%，黑色系分化，动力煤高开1%，焦煤、焦炭低开约1.5%领跌。
2018-08-07 20:56
【易居：居民购房杠杆率连降5个季度 下半年房价涨幅将收窄】财联社8月7日讯，易居房地产研究院今日发布的报告显示，当前全国个人购房杠杆率正处于下行通道，2季度全国居民购房杠杆率为31.9%，环比下降1.1个百分点，同比下降8.6个百分点，已经连续5个季度下行。居民杠杆率中的个人购房贷款余额新增额已经连续7个季度回落。预计到2018年年底，全国居民购房杠杆率将进一步下降至29%左右，下半年全国房价涨幅将收窄。
2018-08-07 20:40
【中金：7月外储继续攀升 显示央行对汇率干预有限】财联社8月7日讯，中金公司称，7月中国外汇储备进一步上升58亿美元至31,179亿美元，对比上月上升15亿美元。尽管（在岸及离岸）人民币贬值有所加速且波动性大幅上升，外储进一步上升表明央行对汇率干预十分有限。根据我们大体的匡算，外储变动隐含的外汇净流入在86亿美元左右。7月人民币汇率贬值有所加速——兑美元贬值2.9%，兑一篮子货币贬值3.4%，主要是由于短期对人民币需求减弱。但另一方面，我们此前多次强调，本轮人民币贬值预期及其带来的资本外流压力可能不及2015-16年——目前人民币卖盘中狭义的纯“投机”头寸并不高，且并没有出现大规模外汇流出的现象。
2018-08-07 20:34
【中际旭创：上半年净利3.17亿元 同比增78.84倍】财联社8月7日讯，中际旭创公布半年报，报告期内，公司实现营业收入28.3亿元，同比增长3,902.91%；实现归属于上市公司股东的净利润3.17亿元，同比增长7884.94%。
2018-08-07 20:32
【国家卫健委：为接种过长春长生公司狂犬病疫苗的受种者实施免费续种或补种】财联社8月7日讯，国家卫生健康委7日消息，卫健委会同国家药监局制定方案，按照尊重科学、知情公开和自愿免费原则，为接种过长春长生公司狂犬病疫苗的受种者实施免费续种或补种。对尚未完成接种程序者，接种单位免费续种其他公司合格疫苗。对已完成接种程序者，根据狂犬病发病特点，经专家综合评估，建议不需要补种。如受种者有补种意愿，接种单位在告知防控知识、疫苗的保护作用、接种后注意事项等内容后，可免费补种。
2018-08-07 20:12
【国元证券上半年净利润大降55% 仅完成1个IPO、1个再融资】财联社8月7日讯，国元证券公布半年报，2018年上半年，公司实现营业收入11.10亿元，同比下降29.40%；归属于母公司股东的净利润2.32亿元，同比下降54.90%。2018年上半年，A股市场成交量与去年同期相比基本持平，但是行业经纪业务净佣金率继续下滑，下降幅度超过10%。上半年，母公司共完成1个IPO、1个再融资、8个债券项目和9个新三板定增项目，推荐2家企业在新三板挂牌；投行业务合计承销金额77.40亿元。
2018-08-07 20:09
【爱奇艺体育A轮融资5亿元不是结束 华人文化还将投3亿】财联社8月7日讯，8月7日，在爱奇艺与新英体育成立合资公司新爱体育（运营平台为“爱奇艺体育”）的第二天，这家合资公司官宣，获得5亿元人民币的战略融资，投资方为IDG资本、汇盈博润。腾讯《一线》获悉，该轮融资尚未结束，华人文化产业集团也将出资3亿元，成为爱奇艺体育的A轮股东。如此来算，爱奇艺体育A轮融资合计规模达到8亿元，B轮融资或将于2019年初启动。
2018-08-07 20:06
【ST长生：调查组称公司疫苗有的批次混入过期原液、不如实填写日期和批号、部分批次向后标示生产日期】财联社8月7日讯，ST长生晚间公告称，8月6日，国务院调查组公布了长生生物子公司长春长生违法违规生产狂犬病疫苗案件调查的进展情况。调查组介绍，长春长生公司从2014年4月起，在生产狂犬病疫苗过程中严重违反药品生产质量管理规范和国家药品标准的有关规定，其有的批次混入过期原液、不如实填写日期和批号、部分批次向后标示生产日期。目前，召回工作在进行中。其销往境外的涉案疫苗，同时启动了通报和召回工作。
2018-08-07 20:01
财联社8月7日讯，风华高科因涉嫌信息披露违反证券法律法规，中国证监会决定对公司进行立案调查。
2018-08-07 19:55
【国家卫健委：各地做好长春长生公司狂犬疫苗接种者跟踪观察】财联社8月7日讯，国家卫生健康委员会今日(8月7日)下发文件，要求各地卫生部门做好长春长生公司狂犬病疫苗接种者跟踪观察和咨询服务，并提出由国家卫生健康委和省级、地市级卫生计生委组建专家组进行指导。（新京报）
2018-08-07 19:54
【行情】财联社8月7日讯，离岸人民币兑美元涨破6.82，日内涨幅0.8%。知情人士称，中国央行要求人民币外汇市场主要银行防范羊群效应。
2018-08-07 19:52
财联社8月7日讯，金牛化工公告称，股票连续3个交易日上涨29.02%，公司目前主要产品为甲醇，产能为20万吨/年，约占全国产能的0.29%，在行业内占比很小。
2018-08-07 19:49
【新华国际时评：任性制裁后果堪忧】财联社8月7日讯，新华社评论称指出，美国政府7日重启对伊朗金融、金属、矿产、汽车等一系列非能源领域制裁，而对伊朗石油业等领域的制裁将于11月初重启。肆意挥舞制裁大棒，将带来多重令人担忧的后果,招致国际社会广泛质疑和批评。任性的制裁大棒正在加剧对抗，对地区安全造成威胁，破坏国际间通过协商解决争端的共识，将让美国政府日益衰减的国际声誉继续受损，最终也不会给美国及其地区盟友带来真正的利益。
2018-08-07 19:46
【利亚德：实控人倡议员工增持股票并承诺兜底】财联社8月7日讯，利亚德晚间公告，公司控股股东、实控人李军向公司员工发出增持公司股票倡议书。李军承诺，公司及全资、控股子公司全体员工经其本人事先确认拟购买数量，并在8月8日至8月20日期间完成净买入利亚德股票，连续持有12个月以上，且持有期间连续在利亚德履职的，该等利亚德股票的收益归员工个人所有，若该等股票产生亏损，由其本人予以补偿。
2018-08-07 19:44
财联社8月7日讯，美元兑离岸人民币跌至盘中低点，报道称中国央行要求防范羊群效应。
2018-08-07 19:42
【中国央行据称要求主要银行配合行动 防范人民币外汇市场羊群效应】财联社8月7日讯，知情人士称，中国央行于周一上午召集14家中间价报价银行会谈，央行有关主管官员在会议上表示，央行有信心、有丰富的政策工具来维护市场稳定，与会银行应该和央行一起出力来防范羊群效应、防范顺周期行为，对顺周期行为不要推波助澜。在要求外汇市场主要参与者配合稳定人民币汇率的同时，中国央行据称仍然支持汇率在市场供求下双向波动。知情人士称，央行官员在会议上表示，考虑到未来存在不确定性，要保持汇率弹性、双向浮动的导向不变，及时释放压力，避免与市场形成强对峙。
2018-08-07 19:40
【徐工机械：控股股东被纳入江苏第一批混改试点企业名单】财联社8月7日讯，徐工机械晚间公告，公司控股股东徐工有限被纳入江苏省第一批混合所有制改革试点企业名单。
2018-08-07 19:36
财联社8月7日讯，上海市公安局官方微博8月7日发布消息称，已成功抓获“联璧金融”案主要犯罪嫌疑人。
2018-08-07 19:35
【12家钢厂齐涨 钢坯涨至3900/吨】财联社8月7日讯，8月7日，国内钢材市场继续上涨，唐山普方坯含税出厂价上涨40至3900元/吨。7日，国内12家建筑钢材生产企业上调出厂价20-100元/吨。8月7日，全国25个市场螺纹HRB400（20mm）均价为4389元/吨，较上一交易日上涨34元/吨。8月7日，全国24个主要城市4.75热轧板卷全国均价4325元/吨，较上一交易日上涨10元/吨。（我的钢铁网）
2018-08-07 19:30
【8月7日周二《新闻联播》要闻四条】财联社8月7日讯，今天《新闻联播》的主要内容有：1、科学创新，构建人沙共生的生态文明。2、上半年我国服务贸易规模创历史新高。3、国务院调查组公布吉林长春长生公司违法违规生产狂犬病疫苗案件进展。4、住建部：把楼市调控主体责任落到实处。
2018-08-07 19:30
【雏鹰农牧：7月份普通猪销售均价环比上升9.65%】财联社8月7日讯，雏鹰农牧公告称，7月份商品肉猪销售量为12.86万头，普通猪销售均价12.27元/公斤，比2018年6月上升9.65%，销售收入1.81亿元。
2018-08-07 19:28
【天科股份澄清：公司没有开展任何与可燃冰有关的业务】财联社8月7日讯，天科股份发布澄清公告称，有媒体报道称，公司在可燃冰开发中具备一定的优势。核经查，公司在可燃冰开发中具备一定的优势。截至目前，公司没有开展任何与可燃冰有关的业务；公司不存在重大应披露而未披露的事项。
2018-08-07 19:18
【乐视网：在诉类案件对应涉案金额约42.69亿元】财联社8月7日讯，乐视网晚间公告，截至目前，公司共披露主诉案件对应的诉讼标的额4.65亿元，被诉案件对应的诉讼标的额66.53亿元。披露被诉案件中，已结案类合同案件对应的诉讼标的额约7.66亿元，申请执行中类合同案件对应的诉讼标的额约16.18亿元，在诉类案件对应的诉讼标的额约42.69亿元。
2018-08-07 19:10
【P2P入股银行调查：一家遭监管否决 一家仅持股2.22%】财联社8月7日讯，8月7日，位于北京的P2P网贷平台“悟空理财”发布消息称，其母公司玖富集团已经入股湖北鄂州农商银行，此举不但经由当地银监分局批准，而且该行清算中心已向玖富集团颁发股金证。但并未透露持股比例。不过，玖富金科控股集团公司从鄂州农商银行一家公司股东手中受让了2.22%的股份，由于未到5%比例，该股份转让行为只需向银监部门报告，而不需要银监部门的行政审批。（21世纪经济报道）
2018-08-07 19:01
【最高法明确上海金融法院案件管辖范围】财联社8月7日讯，最高人民法院7日公布关于上海金融法院案件管辖的规定，该规定将自2018年8月10日起施行。根据规定，上海金融法院管辖上海市辖区内应由中级人民法院受理的下列第一审金融民商事案件：1、证券、期货交易、信托、保险、票据、信用证、金融借款合同、银行卡、融资租赁合同、委托理财合同、典当等纠纷。2、独立保函、保理、私募基金、非银行支付机构网络支付、网络借贷、互联网股权众筹等新型金融民商事纠纷。3、以金融机构为债务人的破产纠纷。4、金融民商事纠纷的仲裁司法审查案件。5、申请承认和执行外国法院金融民商事纠纷的判决、裁定案件。（新华社）
2018-08-07 18:55
【金麒麟：公司产品获得铁路产品认证证书】财联社8月7日讯，公司动车组粉末冶金闸片产品获得中铁检验认证中心签发的三种车型《铁路产品认证证书（试用证书）》。
2018-08-07 18:52
【爱奇艺体育获5亿元战略融资】财联社8月7日讯，8月7日，新爱体育（爱奇艺体育）宣布获得5亿元人民币的战略融资，投资方为IDG资本及汇盈博润。其中IDG资本以4亿元认购新爱体育13.33%的股权，汇盈博润以1亿元认购新爱体育3.33%的股权，这是新爱体育自7月底成立以来，获得的首笔融资。（36氪）
2018-08-07 18:48
【新华网评养老目标基金：“长钱”或适当熨平A股短期波动】财联社8月7日讯，养老目标基金终于揭开面纱。多位基金业内人士认为，养老目标基金给公募基金带来广阔市场，也为A股市场带来源头“活水”。立足长远，养老金的核心特征是“长期性”。中欧基金副总经理许欣表示，“养老目标基金的存续时间长，缴费稳定持续，资金具有长期投资的属性，是资产管理行业非常重要的资金来源之一。这有利于发挥长期价值投资优势，减少A股市场投机和股指剧烈波动，改善资本市场结构。”
2018-08-07 18:40
【上半年我国服务进出口逆差8481.8亿元 8年来首现半年度收窄】财联社8月7日讯，商务部服贸司负责人谈2018年上半年我国服务进出口情况。1-6月，我国服务进出口总额25313.3亿元（人民币，下同），同比增长8.5%。其中，出口8415.7亿元，增长13.6%；进口16897.6亿元，增长6.1%；逆差8481.8亿元。（若以美元计，服务进出口、出口和进口额分别为3973.1亿美元、1320.9亿美元和2652.2亿美元，增速分别为17%、22.4%和14.4%。）服务贸易逆差规模较上年同期收窄26.6亿元，是2010年以来的首次半年度逆差收窄。
2018-08-07 18:37
【星光农机：达晨系股东拟减持不超3.85%股份】财联社8月7日讯，星光农机股东达晨创泰、达晨创恒、达晨创瑞、肖冰等作为一致行动人，合计持有公司股份2340万股，占总股本的9%，计划6个月内减持不超过1000万股，即不超公司总股本的3.85%。
2018-08-07 18:31
【龙湖集团前7个月实现合同销售金额1143.4 亿元 同比上升11%】财联社8月7日讯，龙湖集团7月份合约销售额共计172亿元人民币。截止2018年7月末,，累计实现合同销售金额人民币1143.4 亿元，同比上升11.0%。
2018-08-07 18:28
财联社8月7日讯，长城汽车7月实现汽车总销量54334辆，同比下降21.33%。前7个月累计销量52.6万辆，同比下降0.75%。
2018-08-07 18:26
【华泰宏观评7月官方外储：跨境资本流动成为未来汇率走势关键因素】财联社8月7日讯，华泰宏观李超团队评7月份官方外汇储备称，2018年7月份我国官方外汇储备31179.5亿美元，较前月增加58.2亿美元，我们认为人民币汇率近期快速贬值方向波动对于整个跨境资本流动影响总体可控。由于美元指数上涨，我们测算汇率估值为中性略偏负向影响，但总体影响不大。远期售汇业务的外汇风险准备金率调整为20%，我们认为，央行已经开始着手管理跨境资本流动预期，短期内汇率企稳的概率较高。
2018-08-07 18:24
【阳谷华泰：上半年净利超2亿元 同比增172%】财联社8月7日讯，阳谷华泰晚间发布半年报，公司上半年营收为10.54亿元，同比增长43.9%，主要因产品价格和销量上升；净利为2.2亿元，同比增长172.33%；每股收益0.67元。报告期，公司业务规模不断扩大，部分新产能得到释放。
2018-08-07 18:23
财联社8月7日讯，土耳其10年期债券扩大跌势，收益率触及创纪录的20%。
2018-08-07 18:19
【证监会通过两家公司首发申请 一家暂缓表决】财联社8月7日讯，据证监会消息，浙江新农化工股份有限公司、汉贝斯特通信集团股份有限公司（首发）获通过，）博通集成电路（上海）股份有限公司（首发）暂缓表决。
2018-08-07 18:15
【中交地产：中交地产集团合并中住地产 公司控股股东变更】财联社8月7日讯，中交地产晚间公告，经中交集团批准，中交房地产集团有限公司（中交地产集团）拟吸收合并公司控股股东中住地产，合并后，中交地产集团作为此次合并的存续方继续存续，中住地产全部资产、负债、业务等由地产集团承接与承继。合并后，中交地产集团将直接持有公司53.32%股份，成为公司控股股东。公司实控人未发生变化。
2018-08-07 18:13
财联社8月7日讯，西部黄金遭新疆证监局警示，因未及时披露环保等行政处罚。
2018-08-07 18:09
【默沙东九价宫颈癌疫苗广东上市在即】财联社8月7日讯，日前，广东省药品交易中心发布公告称，已将新上市的九价人乳头瘤病毒疫苗（酿酒酵母，默沙东公司生产）和再次获得药品GMP证书的腮腺炎减毒活疫苗等两个第二类疫苗品种纳入备案采购范围，通过省第三方药品电子交易平台实行备案采购。其中，默沙东公司生产的九价人乳头瘤病毒疫苗备案采购参考价格为1298元/支（瓶）。
2018-08-07 18:07
