2018-09-01 17:39
【科技部官员：氢燃料及自动驾驶将是未来产业趋向】财联社9月1日讯，科技部高新技术发展及产业化司副司长续超前在中国汽车产业发展（泰达）国际论坛上表示，十三五后期和十四五可能主要是两方面的聚焦，一方面是聚焦车用氢燃料电池关键核心技术，以及制氢、储氢、加氢等核心技术的研发，继续强化先进动力电池技术，下一代功力电子器件技术。第二方面要对自动驾驶与智能鉴定的关键核心技术进行深入的研究，开展自主无人车辆，智能技术，多移动群体智能协同控制，无人车辆支撑平台等重大任务攻关，并基于示范应用进行验证，实现技术落地。（新浪汽车）
2018-09-01 17:22
【交通运输部：滴滴等平台公司要自觉自愿把自己的“任性”关进法律法规的笼子】财联社9月1日讯，交通运输部发文表示，滴滴等平台公司要始终以合法合规经营为前提，做守法经营、安全安心的企业，自觉自愿把自己的“任性”牢牢关进法律法规的笼子，从落实企业安全主体责任做起，从严格合法合规经营做起，从主动接受行业监管和社会监督做起。这才是真正保障人民群众安全、保障企业长远发展的根本，也才是赢得公众信赖、做百年企业的“良药”。
2018-09-01 17:14
【交通运输部：滴滴的致歉还是浅层次的 反映出公司尚未真正吸取血案的教训】财联社9月1日讯，8月24日，浙江乐清女孩乘滴滴顺风车被驾驶员残忍杀害。事发4天后，滴滴公司程维和柳青于28日晚联名发表致歉信，表达“悲痛和自责”，并“向所有人郑重道歉”。致歉信对如何“合法合规经营，加强源头安全”等关键性问题却只字未提。乘客出行出现安全问题时的应急处置固然重要，如果滴滴公司应急处置到位，也许8.24恶性案件能够避免发生。这样的致歉还是浅层次的，也反映出滴滴公司尚未真正吸取血案的教训，尚未正视产生安全问题的根源，尚未真正解决“承诺多、整改少”的惯性思维，仍难解其追逐商业利益和急于上市脱壳的“心魔”。（中国交通新闻网 ）
2018-09-01 16:44
【首届进口博览会启动餐饮食品原料可追溯系统】财联社9月1日讯，首届中国国际进口博览会核心区展馆内将启动餐饮食品供应链物流配送追溯系统，相关餐饮食品原料供应将实现100%信息可追溯。按照进口博览会总体物流管控要求，所有进入核心区展馆内食品及原料将集中存储到中转库，采取“安检前移、集中检测、全程押运、绿色通道、集中配送”等措施，确保进口博览会期间餐饮食品供应和安全。（新华社）
2018-09-01 16:40
【8月广东PMI回落至荣枯线下】财联社9月1日讯，广东省经济和信息化委员会1日发布数据显示，8月份广东省制造业采购经理指数为49.3，比上月下跌0.9个百分点，是广东PMI连续29个月位于荣枯线以上之后，第一次下滑至荣枯线以下。新订单指数48.7，连续两个月大幅回落。出口订单指数49.7，连续三个月居于荣枯线下，呈现收缩趋势。
2018-09-01 16:29
