2018-11-18 16:55
【山东青岛成立轨道交通产业示范区】财联社11月18日讯，青岛轨道交通产业示范区近日在青岛市城阳区成立。这个示范区提出，力争到2020年，轨道交通全产业链产值超过1000亿元。据青岛市城阳区政府相关负责人介绍，青岛轨道交通产业示范区位于青岛市城阳区，规划区域83平方公里，是以轨道交通产业为主导的新型工业园区。2017年，区域内轨道交通产业产值达到710亿元，实现税收41亿元。力争到2020年，示范区轨道交通全产业链产值超过1000亿元。（新华社）
2018-11-18 16:53
【乐普医疗：拟3亿元至5亿元回购股份】财联社11月18日讯，乐普医疗公告，公司拟回购股份，回购价格不高于35元/股，回购总金额不低于3亿元且不超过5亿元。本次回购的股份将用于可转债换股或为维护公司价值及股东权益所必需的其他用途。
2018-11-18 16:50
【普路通：广东绿色投控受让公司股权及表决权 广州市政府将入主】财联社11月18日讯，普路通公告，实际控制人陈书智、大股东张云与广东省绿色金融投资控股集团签署了《股份转让协议书》、《表决权委托协议》。完成后，广东绿色投控合计持有公司10.66%股权。同时，陈书智将其在股份转让后所持公司剩余的19.18%股权所对应的全部表决权,委托给广东绿色投控行使。本次权益变动及表决权委托后，公司实际控制人为广州市人民政府。
2018-11-18 16:46
财联社11月18日讯，正海磁材公告，拟不超8元/股价格回购股份，回购金额不低于1亿元，不超过2亿元。
2018-11-18 16:25
【贤丰控股：子公司出资6888万元设立新公司 从事漆包线生产】财联社11月18日讯，贤丰控股公告，公司全资子公司珠海蓉胜拟出资6888万元，对外投资设立全资子公司安徽蓉胜基础电子材料有限公司，从事漆包线生产。
2018-11-18 16:22
【四连板柘中股份：公司董事拟减持不超117万股】财联社11月18日讯，柘中股份公告，持股1.07%的公司董事、副总经理马瑜骅计划15个交易日后的6个月内，减持不超过117.58万股，占公司总股本的0.27%。
2018-11-18 16:16
【顺发恒业：控股股东所持公司股份在同一实控人下进行转让】财联社11月18日讯，顺发恒业公告，为了进一步明晰万向集团各业务板块的发展战略，万向集团协议收购万向资源持有的顺发恒业61.33%股权，导致万向集团直接持有公司61.33%股权。万向集团持有万向资源100%股份，为万向资源的控股股东。收购完成后，万向集团由顺发恒业的间接控股股东变更为直接控股股东，实际控制人不变。
2018-11-18 16:13
财联社11月18日讯，三利谱公告，股东南海成长创科投资合伙企业拟6个月内减持不超过480万股，即不超过公司股份总数的6%。
2018-11-18 16:12
【*ST尤夫：公司控制权拟转让 股票停牌】财联社11月18日讯，*ST尤夫公告，间接控股股东苏州正悦、北京航天智融科技中心日前签署《*ST 尤夫控制权转让的意向协议》，航天智融拟通过包括但不限于接受苏州正悦委托的尤夫控股100%表决权、收购苏州正悦持有的尤夫控股100%股权等方式以达到获取*ST尤夫控制权的目的。本次协议签署对公司有重大影响，可能导致公司实际控制人发生变更，公司股票停牌。
2018-11-18 15:48
